Title,Type,Price,Location,Country,Bedrooms,Bathrooms,Area,URL,Phone,WhatsApp Number,WhatsApp URL
OWN Standalone  328 sqm at  Hyde Park  Installment,Villa,"27,000,000 EGP","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,4,6,328 sqm,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-4802746.html,201153154073,201153154073,https://api.whatsapp.com/send?phone=+201153154073&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+A-218%0AType%3A+Villa%0APrice%3A+27%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4802746%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Fully-finished Town-house in New-Zayed 5%DP/8Years,Townhouse,"19,200,000 EGP","Hills of one, New Zayed City, Sheikh Zayed City, Giza",Egypt,3,3,200 sqm,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-giza-sheikh-zayed-city-new-zayed-city-hills-of-one-4805074.html,201144828252,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+fk35%0AType%3A+Townhouse%0APrice%3A+19%2C200%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4805074%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Ivilla Garden Mountain View icity October installs,iVilla,"12,300,000 EGP","Mountain View iCity October, 6 October Compounds, 6 October City, Giza",Egypt,3,3,240 sqm,https://www.propertyfinder.eg/en/plp/buy/ivilla-for-sale-giza-6-october-city-6-october-compounds-mountain-view-icity-october-4805102.html,201026477748,201026477748,https://api.whatsapp.com/send?phone=+201026477748&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+SA.25.1.1%0AType%3A+iVilla%0APrice%3A+12%2C300%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4805102%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Apartment for sale in i-City for the best price,Apartment,"4,800,000 EGP","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,2,2,130 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-4804842.html,201016742602,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+MV130RTM%0AType%3A+Apartment%0APrice%3A+4%2C800%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804842%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Special Twinhouse for sale in Marassi Blanca,Villa,Ask for price,"Marassi, Sidi Abdel Rahman, North Coast",Egypt,4,3,32 sqm,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-sidi-abdel-rahman-marassi-4805787.html,201030015775,201030015775,https://api.whatsapp.com/send?phone=+201030015775&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+Blanca-1%0AType%3A+Villa%0APrice%3A+N%2FA++%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4805787%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
last chance dp500k delivery now apartment170m,Apartment,"10,000,000 EGP","HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Egypt,3,3,170 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-hap-town-4804585.html,20221256985,201000258170,https://api.whatsapp.com/send?phone=+201000258170&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+AEN-600%0AType%3A+Apartment%0APrice%3A+10%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804585%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Apartment 170m in Compounds in Sheraton,Apartment,"9,000,000 EGP","Isola Sheraton, El Saaqah St., Sheraton Al Matar, El Nozha, Cairo",Egypt,3,3,170 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-el-nozha-sheraton-al-matar-el-saaqah-st-isola-sheraton-4803514.html,201144828252,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+ahmeds%0AType%3A+Apartment%0APrice%3A+9%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803514%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Twinhouse for sale in Garden lakes only 5%DP,Townhouse,"15,000,000 EGP","Garden Lakes, 6 October Compounds, 6 October City, Giza",Egypt,4,4,300 sqm,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-giza-6-october-city-6-october-compounds-garden-lakes-4803971.html,201111903850,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+garden1%0AType%3A+Townhouse%0APrice%3A+15%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803971%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
"Chalet for sale in Ain Bay U9, Ain Sokhna",Chalet,"7,500,000 EGP","Al Ein Bay, Al Ain Al Sokhna, Suez",Egypt,3,2,160 sqm,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-suez-al-ain-al-sokhna-al-ein-bay-4805252.html,201119549995,201119549995,https://api.whatsapp.com/send?phone=+201119549995&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+v08%0AType%3A+Chalet%0APrice%3A+7%2C500%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4805252%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Apartment Fully finished by Sodic with 5%DP and 8Y,Apartment,"9,980,000 EGP","Sodic East, 6th District, New Heliopolis, Cairo",Egypt,2,3,141 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-heliopolis-6th-district-sodic-east-4802472.html,201212602221,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+SEA141%0AType%3A+Apartment%0APrice%3A+9%2C980%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4802472%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
TOWNHOUSE FINISHED 1ST ROW LAGOON SEA VIEW 0%DP/6Y,Townhouse,"8,000,000 EGP","Makadi Resort, Makadi, Hurghada, Red Sea",Egypt,3,3,155 sqm,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-red-sea-hurghada-makadi-makadi-resort-4804614.html,201144828252,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+SAMO53%0AType%3A+Townhouse%0APrice%3A+8%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804614%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
APT finished View water feature under market price,Apartment,"11,160,000 EGP","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,2,3,128 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo-4803654.html,201090666237,201090666237,https://api.whatsapp.com/send?phone=+201090666237&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+RZ%2Fph.NewCairo%0AType%3A+Apartment%0APrice%3A+11%2C160%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803654%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Amazing loft for sale at Zed East - Prime location,Duplex,"18,988,000 EGP","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,2,3,218 sqm,https://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-zed-east-4804303.html,201200024333,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+ZE-201-LO%0AType%3A+Duplex%0APrice%3A+18%2C988%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804303%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Resale upper chalet with special price in ein bay,Chalet,"5,500,000 EGP","Al Ein Bay, Al Ain Al Sokhna, Suez",Egypt,2,2,110 sqm,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-suez-al-ain-al-sokhna-al-ein-bay-4804511.html,20221257443,201019795500,https://api.whatsapp.com/send?phone=+201019795500&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+%2339255%0AType%3A+Chalet%0APrice%3A+5%2C500%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804511%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Last stanalone chalet fully finished only 10% d.p.,Twin House,"8,500,000 EGP","Mesca, Soma Bay, Safaga, Hurghada, Red Sea",Egypt,2,3,180 sqm,https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-red-sea-hurghada-safaga-soma-bay-mesca-4803147.html,201212599978,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+fg2067%0AType%3A+Twin+House%0APrice%3A+8%2C500%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803147%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Own Town house 225 sqm in  azzar 2  prime location,Townhouse,"11,000,000 EGP","Azzar 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,4,3,225 sqm,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-azzar-2-4802702.html,201153154073,201153154073,https://api.whatsapp.com/send?phone=+201153154073&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+A-217%0AType%3A+Townhouse%0APrice%3A+11%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4802702%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
apartment for sale In L&#39;Avenir  | best price,Apartment,"3,280,000 EGP","L'avenir, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Egypt,3,3,160 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-l-avenir-4804741.html,201096699069,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+lav160%0AType%3A+Apartment%0APrice%3A+3%2C280%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804741%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
IApartment Mountain View icity October installs,Apartment,"5,300,000 EGP","Mountain View iCity October, 6 October Compounds, 6 October City, Giza",Egypt,2,2,105 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-mountain-view-icity-october-4805268.html,201024190222,201020231361,https://api.whatsapp.com/send?phone=+201020231361&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+NAT.25.1.2%0AType%3A+Apartment%0APrice%3A+5%2C300%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4805268%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Own your Standalone 900sqm  at PK2  Fully finished,Villa,"90,000,000 EGP","Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Egypt,6,5,900 sqm,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-palm-hills-kattameya-4803209.html,201153154073,201153154073,https://api.whatsapp.com/send?phone=+201153154073&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+A-220%0AType%3A+Villa%0APrice%3A+90%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803209%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
I villa 200 m in  Aliva  Mostakbal City New cairo,iVilla,"14,000,000 EGP","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,3,3,200 sqm,https://www.propertyfinder.eg/en/plp/buy/ivilla-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-4804830.html,201011415712,201080033553,https://api.whatsapp.com/send?phone=+201080033553&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+sohila+24%0AType%3A+iVilla%0APrice%3A+14%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804830%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
UP TO 7Y Installment - Town House 221m With DP 10%,Townhouse,"23,000,000 EGP","La Vista City, New Capital Compounds, New Capital City, Cairo",Egypt,4,3,221 sqm,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-capital-city-new-capital-compounds-la-vista-city-4805775.html,20221257418,201064740003,https://api.whatsapp.com/send?phone=+201064740003&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+P-Nour221D%0AType%3A+Townhouse%0APrice%3A+23%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4805775%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
PRIME LOCATION - Apartment 155m DP 360K Over 8Y,Apartment,"7,200,000 EGP","Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,3,2,155 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-stone-park-4805770.html,20221257418,201064740003,https://api.whatsapp.com/send?phone=+201064740003&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+P+Nour15D%0AType%3A+Apartment%0APrice%3A+7%2C200%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4805770%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
1st row lagoon chalet for sale in Azha- Ain Sokhna,Chalet,"6,150,000 EGP","Azha, Al Ain Al Sokhna, Suez",Egypt,2,2,100 sqm,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-suez-al-ain-al-sokhna-azha-4804508.html,20221257443,201019795500,https://api.whatsapp.com/send?phone=+201019795500&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+%2340134%0AType%3A+Chalet%0APrice%3A+6%2C150%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804508%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Villa for sale in the crown directly on the lagoon,Villa,"26,000,000 EGP","The Crown, Cairo Alexandria Desert Road, 6 October City, Giza",Egypt,7,6,320 sqm,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-cairo-alexandria-desert-road-the-crown-4803539.html,201211554945,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+cap-consulting-7355360%0AType%3A+Villa%0APrice%3A+26%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4803539%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
i villa ready to move in giza platue mountain view,iVilla,"7,800,000 EGP","Mountain View Giza Plateau, Ring Road, 6 October City, Giza",Egypt,3,3,211 sqm,https://www.propertyfinder.eg/en/plp/buy/ivilla-for-sale-giza-6-october-city-ring-road-mountain-view-giza-plateau-4804517.html,201010105517,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+8637%0AType%3A+iVilla%0APrice%3A+7%2C800%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804517%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
villa Beside the American University  in new Cairo,Townhouse,"22,500,000 EGP","HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Egypt,4,3,220 sqm,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-hap-town-4804623.html,201110911460,201110911460,https://api.whatsapp.com/send?phone=+201110911460&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+rody+38%0AType%3A+Townhouse%0APrice%3A+22%2C500%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4804623%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
OWN  Apartment  199sqm at Hyde Park prime location,Apartment,"10,600,000 EGP","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,3,3,199 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-4801782.html,201153154073,201153154073,https://api.whatsapp.com/send?phone=+201153154073&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+A-212%0AType%3A+Apartment%0APrice%3A+10%2C600%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4801782%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Townhouse for sale in AL Burouj prime location,Townhouse,"4,700,000 EGP","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",Egypt,4,4,220 sqm,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-shorouk-city-el-shorouk-compounds-al-burouj-compound-4799716.html,201225555767,201225555767,https://api.whatsapp.com/send?phone=+201225555767&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+BRJ-RE33%0AType%3A+Townhouse%0APrice%3A+4%2C700%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4799716%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Townhounse corner for sale in hydepark,Townhouse,"15,200,000 EGP","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,4,4,250 sqm,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-4801738.html,20221208012,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+redfen-7346538%0AType%3A+Townhouse%0APrice%3A+15%2C200%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4801738%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Resale 3BR apartment ready to move - ICity October,Apartment,"6,000,000 EGP","Mountain View iCity October, 6 October Compounds, 6 October City, Giza",Egypt,3,3,160 sqm,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-mountain-view-icity-october-4801753.html,201000371758,201000697032,https://api.whatsapp.com/send?phone=+201000697032&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+MF-30%0AType%3A+Apartment%0APrice%3A+6%2C000%2C000+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4801753%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
Ready to move Standalone Villa -Lagoon View,Villa,"22,367,204 EGP","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Egypt,3,4,245 sqm,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-4798567.html,20221208202,20221257340,https://api.whatsapp.com/send?phone=+20221257340&text=Hello%2C%0AI+would+like+to+get+more+information+about+this+property+you+posted+on+propertyfinder.eg%0A+%0AReference%3A+Villa-Menna%0AType%3A+Villa%0APrice%3A+22%2C367%2C204+EGP+%0ALocation%3A++%0ALink%3A+https%3A%2F%2Fwww.propertyfinder.eg%2Fto%2F4798567%2Fen+%0A+%0AAny+changes+made+to+this+message+will+result+in+the+enquiry+not+being+sent+to+the+agent.
